0;9;1;0
9;10;1;0
10;0;1;0
0;4;1;1
4;5;1;1
5;8;1;1
8;0;1;1
0;1;1;2
1;6;1;2
6;7;1;2
7;0;1;2
4;57;1;3
57;20;1;3
20;51;1;3
51;4;1;3
4;22;1;4
22;79;1;4
79;21;1;4
21;35;1;4
35;4;1;4
4;44;1;5
44;52;1;5
52;37;1;5
37;4;1;5
5;87;1;6
87;14;1;6
14;90;1;6
90;107;1;6
107;18;1;6
18;5;1;6
5;109;1;7
109;103;1;7
103;91;1;7
91;89;1;7
89;5;1;7
8;33;1;8
33;8;1;8
10;73;1;9
73;67;1;9
67;80;1;9
80;13;1;9
13;10;1;9
10;84;1;10
84;65;1;10
65;72;1;10
72;83;1;10
83;66;1;10
66;10;1;10
10;75;1;11
75;68;1;11
68;85;1;11
85;62;1;11
62;81;1;11
81;10;1;11
10;82;1;12
82;76;1;12
76;64;1;12
64;71;1;12
71;10;1;12
1;27;1;13
27;1;1;13
4;47;1;14
47;42;1;14
42;46;1;14
46;55;1;14
55;4;1;14
6;58;1;15
58;49;1;15
49;56;1;15
56;54;1;15
54;40;1;15
40;6;1;15
6;48;1;16
48;25;1;16
25;43;1;16
43;50;1;16
50;41;1;16
41;6;1;16
7;38;1;17
38;53;1;17
53;59;1;17
59;7;1;17
7;92;1;18
92;97;1;18
97;88;1;18
88;93;1;18
93;7;1;18
7;45;1;19
45;24;1;19
24;29;1;19
29;17;1;19
17;7;1;19
10;32;1;20
32;86;1;20
86;69;1;20
69;70;1;20
70;10;1;20
10;34;1;21
34;19;1;21
19;23;1;21
23;26;1;21
26;10;1;21
5;31;1;22
31;98;1;22
98;95;1;22
95;105;1;22
105;94;1;22
94;5;1;22
5;101;1;23
101;99;1;23
99;106;1;23
106;104;1;23
104;5;1;23
5;96;1;24
96;102;1;24
102;100;1;24
100;108;1;24
108;5;1;24
7;61;1;25
61;39;1;25
39;60;1;25
60;7;1;25
9;15;1;26
15;16;1;26
16;36;1;26
36;28;1;26
28;9;1;26
9;30;1;27
30;9;1;27
10;11;1;28
11;12;1;28
12;10;1;28
10;78;1;29
78;77;1;29
77;74;1;29
74;63;1;29
63;10;1;29
