0;5;1;0
5;8;1;0
8;2;1;0
2;9;1;0
9;0;1;0
0;3;1;1
3;6;1;1
6;0;1;1
0;7;1;2
7;0;1;2
2;83;1;3
83;81;1;3
81;71;1;3
71;74;1;3
74;2;1;3
5;104;1;4
104;87;1;4
87;85;1;4
85;79;1;4
79;92;1;4
92;5;1;4
6;55;1;5
55;32;1;5
32;33;1;5
33;61;1;5
61;6;1;5
7;56;1;6
56;40;1;6
40;16;1;6
16;46;1;6
46;7;1;6
7;51;1;7
51;42;1;7
42;36;1;7
36;25;1;7
25;7;1;7
7;12;1;8
12;11;1;8
11;29;1;8
29;7;1;8
8;100;1;9
100;89;1;9
89;106;1;9
106;101;1;9
101;8;1;9
8;62;1;10
62;67;1;10
67;93;1;10
93;108;1;10
108;78;1;10
78;8;1;10
2;66;1;11
66;68;1;11
68;75;1;11
75;99;1;11
99;2;1;11
3;73;1;12
73;88;1;12
88;80;1;12
80;77;1;12
77;3;1;12
6;43;1;13
43;24;1;13
24;31;1;13
31;58;1;13
58;6;1;13
6;23;1;14
23;20;1;14
20;54;1;14
54;19;1;14
19;38;1;14
38;6;1;14
6;21;1;15
21;44;1;15
44;28;1;15
28;34;1;15
34;6;1;15
6;41;1;16
41;45;1;16
45;18;1;16
18;37;1;16
37;60;1;16
60;6;1;16
7;47;1;17
47;35;1;17
35;50;1;17
50;27;1;17
27;7;1;17
7;52;1;18
52;17;1;18
17;59;1;18
59;57;1;18
57;7;1;18
8;96;1;19
96;97;1;19
97;90;1;19
90;98;1;19
98;8;1;19
9;49;1;20
49;14;1;20
14;13;1;20
13;39;1;20
39;9;1;20
3;86;1;21
86;82;1;21
82;103;1;21
103;63;1;21
63;3;1;21
3;69;1;22
69;65;1;22
65;91;1;22
91;102;1;22
102;70;1;22
70;3;1;22
5;76;1;23
76;109;1;23
109;95;1;23
95;84;1;23
84;5;1;23
5;94;1;24
94;105;1;24
105;72;1;24
72;5;1;24
7;30;1;25
30;26;1;25
26;48;1;25
48;22;1;25
22;7;1;25
9;107;1;26
107;64;1;26
64;15;1;26
15;53;1;26
53;9;1;26
