0;2;1;0
2;5;1;0
5;0;1;0
0;1;1;1
1;0;1;1
2;53;1;2
53;28;1;2
28;29;1;2
29;48;1;2
48;12;1;2
12;31;1;2
31;13;1;2
13;36;1;2
36;33;1;2
33;27;1;2
27;6;1;2
6;32;1;2
32;2;1;2
2;51;1;3
51;17;1;3
17;52;1;3
52;23;1;3
23;30;1;3
30;19;1;3
19;2;1;3
2;11;1;4
11;2;1;4
5;43;1;5
43;5;1;5
1;22;1;6
22;42;1;6
42;20;1;6
20;38;1;6
38;50;1;6
50;49;1;6
49;47;1;6
47;24;1;6
24;45;1;6
45;46;1;6
46;18;1;6
18;9;1;6
9;1;1;6
5;14;1;7
14;55;1;7
55;39;1;7
39;35;1;7
35;44;1;7
44;15;1;7
15;54;1;7
54;10;1;7
10;5;1;7
5;21;1;8
21;26;1;8
26;34;1;8
34;25;1;8
25;40;1;8
40;41;1;8
41;8;1;8
8;7;1;8
7;37;1;8
37;16;1;8
16;5;1;8
