0;4;1;0
4;0;1;0
0;5;1;1
5;0;1;1
4;44;1;2
44;4;1;2
4;42;1;3
42;22;1;3
22;9;1;3
9;18;1;3
18;46;1;3
46;45;1;3
45;24;1;3
24;47;1;3
47;49;1;3
49;20;1;3
20;50;1;3
50;38;1;3
38;4;1;3
5;11;1;4
11;52;1;4
52;23;1;4
23;30;1;4
30;19;1;4
19;29;1;4
29;5;1;4
4;15;1;5
15;54;1;5
54;43;1;5
43;10;1;5
10;17;1;5
17;51;1;5
51;16;1;5
16;21;1;5
21;14;1;5
14;35;1;5
35;4;1;5
4;39;1;6
39;26;1;6
26;34;1;6
34;25;1;6
25;40;1;6
40;41;1;6
41;8;1;6
8;7;1;6
7;55;1;6
55;4;1;6
5;48;1;7
48;28;1;7
28;53;1;7
53;32;1;7
32;37;1;7
37;6;1;7
6;27;1;7
27;33;1;7
33;36;1;7
36;13;1;7
13;31;1;7
31;12;1;7
12;5;1;7
