0;5;1;0
5;8;1;0
8;0;1;0
0;5;1;1
5;6;1;1
6;7;1;1
7;0;1;1
0;2;1;2
2;9;1;2
9;8;1;2
8;0;1;2
2;73;1;3
73;65;1;3
65;67;1;3
67;74;1;3
74;98;1;3
98;2;1;3
5;71;1;4
71;107;1;4
107;109;1;4
109;82;1;4
82;80;1;4
80;70;1;4
70;92;1;4
92;66;1;4
66;77;1;4
77;5;1;4
5;91;1;5
91;68;1;5
68;87;1;5
87;76;1;5
76;94;1;5
94;75;1;5
75;83;1;5
83;110;1;5
110;93;1;5
93;104;1;5
104;5;1;5
5;103;1;6
103;86;1;6
86;90;1;6
90;64;1;6
64;101;1;6
101;84;1;6
84;69;1;6
69;72;1;6
72;79;1;6
79;78;1;6
78;5;1;6
6;46;1;7
46;34;1;7
34;49;1;7
49;44;1;7
44;42;1;7
42;40;1;7
40;26;1;7
26;6;1;7
6;22;1;8
22;60;1;8
60;19;1;8
19;53;1;8
53;54;1;8
54;31;1;8
31;32;1;8
32;18;1;8
18;37;1;8
37;20;1;8
20;6;1;8
7;24;1;9
24;50;1;9
50;11;1;9
11;28;1;9
28;7;1;9
9;51;1;10
51;21;1;10
21;29;1;10
29;16;1;10
16;58;1;10
58;56;1;10
56;41;1;10
41;35;1;10
35;52;1;10
52;38;1;10
38;9;1;10
9;14;1;11
14;63;1;11
63;106;1;11
106;81;1;11
81;85;1;11
85;102;1;11
102;62;1;11
62;108;1;11
108;9;1;11
8;61;1;12
61;99;1;12
99;105;1;12
105;88;1;12
88;100;1;12
100;96;1;12
96;89;1;12
89;97;1;12
97;95;1;12
95;8;1;12
9;59;1;13
59;36;1;13
36;57;1;13
57;30;1;13
30;17;1;13
17;23;1;13
23;12;1;13
12;13;1;13
13;48;1;13
48;9;1;13
6;45;1;14
45;15;1;14
15;47;1;14
47;25;1;14
25;39;1;14
39;55;1;14
55;43;1;14
43;27;1;14
27;33;1;14
33;6;1;14
