0;1;1;0
1;6;1;0
6;0;1;0
0;2;1;1
2;0;1;1
0;1;1;2
1;0;1;2
1;57;1;3
57;9;1;3
9;50;1;3
50;30;1;3
30;55;1;3
55;22;1;3
22;69;1;3
69;39;1;3
39;1;1;3
1;54;1;4
54;36;1;4
36;80;1;4
80;34;1;4
34;67;1;4
67;27;1;4
27;1;1;4
1;14;1;5
14;20;1;5
20;65;1;5
65;25;1;5
25;60;1;5
60;19;1;5
19;63;1;5
63;21;1;5
21;1;1;5
1;35;1;6
35;51;1;6
51;10;1;6
10;81;1;6
81;74;1;6
74;12;1;6
12;8;1;6
8;1;1;6
1;44;1;7
44;71;1;7
71;72;1;7
72;17;1;7
17;59;1;7
59;41;1;7
41;1;1;7
2;45;1;8
45;15;1;8
15;31;1;8
31;61;1;8
61;24;1;8
24;56;1;8
56;38;1;8
38;2;1;8
2;64;1;9
64;16;1;9
16;37;1;9
37;78;1;9
78;2;1;9
2;32;1;10
32;23;1;10
23;46;1;10
46;18;1;10
18;2;1;10
1;73;1;11
73;40;1;11
40;52;1;11
52;13;1;11
13;58;1;11
58;33;1;11
33;1;1;11
1;28;1;12
28;70;1;12
70;48;1;12
48;47;1;12
47;62;1;12
62;29;1;12
29;49;1;12
49;7;1;12
7;79;1;12
79;1;1;12
1;11;1;13
11;43;1;13
43;26;1;13
26;76;1;13
76;66;1;13
66;77;1;13
77;75;1;13
75;42;1;13
42;53;1;13
53;1;1;13
6;68;1;14
68;6;1;14
