0;1;1;0
1;0;1;0
0;2;1;1
2;0;1;1
1;6;1;2
6;16;1;2
16;7;1;2
7;11;1;2
11;5;1;2
5;13;1;2
13;12;1;2
12;9;1;2
9;4;1;2
4;15;1;2
15;10;1;2
10;1;1;2
1;52;1;3
52;42;1;3
42;48;1;3
48;46;1;3
46;53;1;3
53;43;1;3
43;45;1;3
45;49;1;3
49;47;1;3
47;51;1;3
51;1;1;3
2;27;1;4
27;26;1;4
26;24;1;4
24;37;1;4
37;33;1;4
33;36;1;4
36;35;1;4
35;38;1;4
38;40;1;4
40;30;1;4
30;41;1;4
41;2;1;4
2;28;1;5
28;25;1;5
25;20;1;5
20;18;1;5
18;32;1;5
32;34;1;5
34;31;1;5
31;39;1;5
39;50;1;5
50;44;1;5
44;8;1;5
8;14;1;5
14;2;1;5
2;22;1;6
22;29;1;6
29;23;1;6
23;19;1;6
19;17;1;6
17;21;1;6
21;2;1;6
