0;2;1;0
2;0;1;0
0;1;1;1
1;0;1;1
0;3;1;2
3;0;1;2
1;7;1;3
7;8;1;3
8;15;1;3
15;11;1;3
11;12;1;3
12;13;1;3
13;14;1;3
14;1;1;3
1;46;1;4
46;48;1;4
48;54;1;4
54;53;1;4
53;52;1;4
52;51;1;4
51;44;1;4
44;1;1;4
2;9;1;5
9;17;1;5
17;10;1;5
10;6;1;5
6;16;1;5
16;18;1;5
18;31;1;5
31;21;1;5
21;2;1;5
2;24;1;6
24;26;1;6
26;20;1;6
20;23;1;6
23;22;1;6
22;28;1;6
28;27;1;6
27;29;1;6
29;30;1;6
30;25;1;6
25;19;1;6
19;2;1;6
3;34;1;7
34;32;1;7
32;37;1;7
37;43;1;7
43;40;1;7
40;38;1;7
38;39;1;7
39;3;1;7
3;36;1;8
36;41;1;8
41;42;1;8
42;33;1;8
33;35;1;8
35;45;1;8
45;49;1;8
49;47;1;8
47;50;1;8
50;55;1;8
55;3;1;8
